1	9	2
1	10	3
1	32	2
1	33	4
1	34	5
1	35	6
1	40	7
1	41	7
1	42	8
1	43	8
1	45	9
1	47	8
1	48	10
1	49	10
1	50	10
1	51	10
1	52	10
1	53	10
1	54	10
1	55	10
1	56	10
1	57	10
1	60	11
1	61	12
1	62	13
1	65	14
1	66	14
1	67	14
1	68	14
1	69	14
1	70	14
1	71	14
1	72	14
1	73	14
1	74	14
1	75	14
1	76	14
1	77	14
1	78	14
1	79	14
1	80	14
1	81	14
1	82	14
1	83	14
1	84	14
1	85	14
1	86	14
1	87	14
1	88	14
1	89	14
1	90	14
1	95	14
1	97	14
1	98	15
1	99	16
1	100	17
1	101	18
1	102	14
1	103	14
1	104	14
1	105	19
1	106	14
1	107	14
1	108	14
1	109	14
1	110	14
1	111	14
1	112	14
1	113	14
1	114	20
1	115	14
1	116	14
1	117	14
1	118	14
1	119	21
1	120	14
1	121	14
1	122	14
1	123	7
1	125	7
21	48	14
21	49	14
21	50	14
21	51	14
21	52	14
21	53	14
21	54	14
21	55	14
21	56	14
21	57	14
21	65	14
21	66	14
21	67	14
21	68	14
21	69	14
21	70	14
21	71	14
21	72	14
21	73	14
21	74	14
21	75	14
21	76	14
21	77	14
21	78	14
21	79	14
21	80	14
21	81	14
21	82	14
21	83	14
21	84	14
21	85	14
21	86	14
21	87	14
21	88	14
21	89	14
21	90	14
21	95	14
21	97	14
21	98	14
21	99	14
21	100	14
21	101	14
21	102	14
21	103	14
21	104	22
21	105	14
21	106	14
21	107	14
21	108	14
21	109	14
21	110	14
21	111	14
21	112	14
21	113	14
21	114	14
21	115	14
21	116	14
21	117	14
21	118	14
21	119	14
21	120	14
21	121	14
21	122	14
22	48	14
22	49	14
22	50	14
22	51	14
22	52	14
22	53	14
22	54	14
22	55	14
22	56	14
22	57	14
22	65	14
22	66	14
22	67	14
22	68	14
22	69	14
22	70	14
22	71	14
22	72	14
22	73	14
22	74	14
22	75	14
22	76	14
22	77	14
22	78	14
22	79	14
22	80	14
22	81	14
22	82	14
22	83	14
22	84	14
22	85	14
22	86	14
22	87	14
22	88	14
22	89	14
22	90	14
22	95	14
22	97	14
22	98	14
22	99	14
22	100	14
22	101	14
22	102	14
22	103	14
22	104	14
22	105	23
22	106	14
22	107	14
22	108	14
22	109	14
22	110	14
22	111	14
22	112	14
22	113	14
22	114	14
22	115	14
22	116	14
22	117	14
22	118	14
22	119	14
22	120	14
22	121	14
22	122	14
23	48	14
23	49	14
23	50	14
23	51	14
23	52	14
23	53	14
23	54	14
23	55	14
23	56	14
23	57	14
23	65	14
23	66	14
23	67	14
23	68	14
23	69	14
23	70	14
23	71	14
23	72	14
23	73	14
23	74	14
23	75	14
23	76	14
23	77	14
23	78	14
23	79	14
23	80	14
23	81	14
23	82	14
23	83	14
23	84	14
23	85	14
23	86	14
23	87	14
23	88	14
23	89	14
23	90	14
23	95	14
23	97	14
23	98	14
23	99	14
23	100	14
23	101	14
23	102	14
23	103	14
23	104	14
23	105	14
23	106	14
23	107	14
23	108	24
23	109	14
23	110	14
23	111	14
23	112	14
23	113	14
23	114	14
23	115	14
23	116	14
23	117	14
23	118	14
23	119	14
23	120	14
23	121	14
23	122	14
24	48	14
24	49	14
24	50	14
24	51	14
24	52	14
24	53	14
24	54	14
24	55	14
24	56	14
24	57	14
24	65	14
24	66	14
24	67	14
24	68	14
24	69	14
24	70	14
24	71	14
24	72	14
24	73	14
24	74	14
24	75	14
